,id,season,seasonType,week,startDate,homeTeamId,homeTeam,homeConference,homeClassification,homeScore,awayTeamId,awayTeam,awayConference,awayClassification,awayScore,provider,spread,formattedSpread,spreadOpen,overUnder,overUnderOpen,homeMoneyline,awayMoneyline,0
738,401754636,2025,regular,4,2025-09-20T16:00:00.000Z,2628,TCU,Big 12,fbs,35.0,2567,SMU,ACC,fbs,24.0,ESPN Bet,-6.5,TCU -6.5,-6.5,63.5,63.5,-225.0,190.0,
739,401752834,2025,regular,3,2025-09-13T19:30:00.000Z,127,Michigan State,Big Ten,fbs,41.0,2754,Youngstown State,MVFC,fcs,24.0,DraftKings,-23.5,Michigan State -23.5,,55.5,,-2100.0,1100.0,
740,401752834,2025,regular,3,2025-09-13T19:30:00.000Z,127,Michigan State,Big Ten,fbs,41.0,2754,Youngstown State,MVFC,fcs,24.0,ESPN Bet,-27.5,Michigan State -27.5,-23.5,56.5,52.5,-3000.0,1200.0,
741,401752834,2025,regular,3,2025-09-13T19:30:00.000Z,127,Michigan State,Big Ten,fbs,41.0,2754,Youngstown State,MVFC,fcs,24.0,Bovada,-23.5,Michigan State -23.5,-23.5,55.0,52.5,-2800.0,1100.0,
742,401752833,2025,regular,3,2025-09-13T19:30:00.000Z,164,Rutgers,Big Ten,fbs,60.0,2450,Norfolk State,MEAC,fcs,10.0,DraftKings,-44.5,Rutgers -44.5,,56.5,51.5,,,
743,401752833,2025,regular,3,2025-09-13T19:30:00.000Z,164,Rutgers,Big Ten,fbs,60.0,2450,Norfolk State,MEAC,fcs,10.0,Bovada,-44.5,Rutgers -44.5,-44.0,56.0,51.5,,,
744,401752833,2025,regular,3,2025-09-13T19:30:00.000Z,164,Rutgers,Big Ten,fbs,60.0,2450,Norfolk State,MEAC,fcs,10.0,ESPN Bet,-45.5,Rutgers -45.5,-44.5,55.5,55.5,,,
745,401762467,2025,regular,3,2025-09-13T19:30:00.000Z,2636,UTSA,American Athletic,fbs,48.0,2916,Incarnate Word,Southland,fcs,20.0,DraftKings,-21.0,UTSA -21,,62.5,,-1450.0,850.0,
746,401762467,2025,regular,3,2025-09-13T19:30:00.000Z,2636,UTSA,American Athletic,fbs,48.0,2916,Incarnate Word,Southland,fcs,20.0,ESPN Bet,-21.5,UTSA -21.5,-16.5,62.5,61.5,-1600.0,800.0,
747,401762467,2025,regular,3,2025-09-13T19:30:00.000Z,2636,UTSA,American Athletic,fbs,48.0,2916,Incarnate Word,Southland,fcs,20.0,Bovada,-21.0,UTSA -21.0,-17.5,62.0,61.5,-850.0,550.0,
748,401756896,2025,regular,4,2025-09-20T23:30:00.000Z,239,Baylor,Big 12,fbs,24.0,9,Arizona State,Big 12,fbs,27.0,DraftKings,-3.0,Baylor -3,-2.5,60.5,,-142.0,120.0,
749,401756896,2025,regular,4,2025-09-20T23:30:00.000Z,239,Baylor,Big 12,fbs,24.0,9,Arizona State,Big 12,fbs,27.0,Bovada,-3.0,Baylor -3.0,-2.5,60.5,59.5,-130.0,110.0,
750,401756896,2025,regular,4,2025-09-20T23:30:00.000Z,239,Baylor,Big 12,fbs,24.0,9,Arizona State,Big 12,fbs,27.0,ESPN Bet,-1.5,Baylor -1.5,-2.5,61.5,58.5,-140.0,120.0,
751,401779511,2025,regular,2,2025-09-06T16:00:00.000Z,2385,Mercyhurst,NEC,fcs,48.0,2441,New Haven,NEC,fcs,14.0,ESPN Bet,-12.5,Mercyhurst -12.5,,52.5,,,,
752,401762819,2025,regular,3,2025-09-13T19:30:00.000Z,2649,Toledo,Mid-American,fbs,60.0,2415,Morgan State,MEAC,fcs,0.0,DraftKings,-33.5,Toledo -33.5,-34.5,54.5,,,,
753,401762819,2025,regular,3,2025-09-13T19:30:00.000Z,2649,Toledo,Mid-American,fbs,60.0,2415,Morgan State,MEAC,fcs,0.0,ESPN Bet,-33.5,Toledo -33.5,-34.5,54.5,51.5,-100000.0,4000.0,
754,401762819,2025,regular,3,2025-09-13T19:30:00.000Z,2649,Toledo,Mid-American,fbs,60.0,2415,Morgan State,MEAC,fcs,0.0,Bovada,-34.0,Toledo -34.0,-33.5,54.5,53.5,,,
755,401752845,2025,regular,4,2025-09-20T16:00:00.000Z,275,Wisconsin,Big Ten,fbs,10.0,120,Maryland,Big Ten,fbs,27.0,DraftKings,-10.5,Wisconsin -10.5,-7.5,44.5,,-410.0,320.0,
756,401752845,2025,regular,4,2025-09-20T16:00:00.000Z,275,Wisconsin,Big Ten,fbs,10.0,120,Maryland,Big Ten,fbs,27.0,Bovada,-10.5,Wisconsin -10.5,-7.0,44.5,43.5,-320.0,260.0,
757,401752845,2025,regular,4,2025-09-20T16:00:00.000Z,275,Wisconsin,Big Ten,fbs,10.0,120,Maryland,Big Ten,fbs,27.0,ESPN Bet,-10.5,Wisconsin -10.5,-6.5,44.5,43.5,-400.0,300.0,
758,401752714,2025,regular,4,2025-09-20T19:30:00.000Z,201,Oklahoma,SEC,fbs,24.0,2,Auburn,SEC,fbs,17.0,DraftKings,-6.5,Oklahoma -6.5,-4.5,47.5,,-245.0,200.0,
759,401752714,2025,regular,4,2025-09-20T19:30:00.000Z,201,Oklahoma,SEC,fbs,24.0,2,Auburn,SEC,fbs,17.0,Bovada,-6.5,Oklahoma -6.5,-6.0,47.5,49.5,-240.0,200.0,
760,401752714,2025,regular,4,2025-09-20T19:30:00.000Z,201,Oklahoma,SEC,fbs,24.0,2,Auburn,SEC,fbs,17.0,ESPN Bet,-6.5,Oklahoma -6.5,-6.5,47.5,49.5,-250.0,210.0,
761,401752847,2025,regular,4,2025-09-21T03:00:00.000Z,30,USC,Big Ten,fbs,45.0,127,Michigan State,Big Ten,fbs,31.0,DraftKings,-18.5,USC -18.5,-14.5,55.5,,-950.0,625.0,
762,401752847,2025,regular,4,2025-09-21T03:00:00.000Z,30,USC,Big Ten,fbs,45.0,127,Michigan State,Big Ten,fbs,31.0,Bovada,-18.5,USC -18.5,-15.5,55.5,55.5,-700.0,475.0,
763,401752847,2025,regular,4,2025-09-21T03:00:00.000Z,30,USC,Big Ten,fbs,45.0,127,Michigan State,Big Ten,fbs,31.0,ESPN Bet,-18.5,USC -18.5,-16.5,55.5,56.5,-1000.0,600.0,
764,401761606,2025,regular,3,2025-09-13T22:00:00.000Z,276,Marshall,Sun Belt,fbs,38.0,2198,Eastern Kentucky,UAC,fcs,7.0,DraftKings,-14.5,Marshall -14.5,,49.5,,-625.0,455.0,
765,401761606,2025,regular,3,2025-09-13T22:00:00.000Z,276,Marshall,Sun Belt,fbs,38.0,2198,Eastern Kentucky,UAC,fcs,7.0,ESPN Bet,-17.5,Marshall -17.5,-14.5,51.5,50.5,-800.0,500.0,
766,401761606,2025,regular,3,2025-09-13T22:00:00.000Z,276,Marshall,Sun Belt,fbs,38.0,2198,Eastern Kentucky,UAC,fcs,7.0,Bovada,-15.0,Marshall -15.0,-14.0,49.0,50.5,-550.0,390.0,
767,401752848,2025,regular,4,2025-09-20T19:30:00.000Z,87,Notre Dame,FBS Independents,fbs,56.0,2509,Purdue,Big Ten,fbs,30.0,DraftKings,-24.5,Notre Dame -24.5,-30.5,51.5,,-2400.0,1200.0,
768,401752848,2025,regular,4,2025-09-20T19:30:00.000Z,87,Notre Dame,FBS Independents,fbs,56.0,2509,Purdue,Big Ten,fbs,30.0,Bovada,-24.5,Notre Dame -24.5,-27.0,51.5,52.5,-5000.0,1300.0,
769,401752848,2025,regular,4,2025-09-20T19:30:00.000Z,87,Notre Dame,FBS Independents,fbs,56.0,2509,Purdue,Big Ten,fbs,30.0,ESPN Bet,-24.5,Notre Dame -24.5,-26.5,51.5,52.5,-3000.0,1200.0,
770,401752713,2025,regular,4,2025-09-20T23:00:00.000Z,142,Missouri,SEC,fbs,29.0,2579,South Carolina,SEC,fbs,20.0,DraftKings,-10.0,Missouri -10,-3.0,48.5,,-355.0,280.0,
771,401752713,2025,regular,4,2025-09-20T23:00:00.000Z,142,Missouri,SEC,fbs,29.0,2579,South Carolina,SEC,fbs,20.0,Bovada,-10.0,Missouri -10.0,-11.5,48.5,46.5,-550.0,390.0,
772,401752713,2025,regular,4,2025-09-20T23:00:00.000Z,142,Missouri,SEC,fbs,29.0,2579,South Carolina,SEC,fbs,20.0,ESPN Bet,-10.5,Missouri -10.5,-12.5,48.5,45.5,-360.0,280.0,
773,401767658,2025,regular,2,2025-09-06T16:00:00.000Z,2329,Lehigh,Patriot,fcs,28.0,2529,Sacred Heart,FCS Independents,fcs,10.0,ESPN Bet,-20.0,Lehigh -20,,42.5,,,,
774,401757235,2025,regular,3,2025-09-13T22:00:00.000Z,338,Kennesaw State,Conference USA,fbs,27.0,2771,Merrimack,FCS Independents,fcs,13.0,DraftKings,-17.5,Kennesaw State -17.5,,44.5,44.5,-950.0,625.0,
775,401757235,2025,regular,3,2025-09-13T22:00:00.000Z,338,Kennesaw State,Conference USA,fbs,27.0,2771,Merrimack,FCS Independents,fcs,13.0,ESPN Bet,-17.5,Kennesaw State -17.5,-10.0,44.5,44.5,-1200.0,700.0,
776,401757235,2025,regular,3,2025-09-13T22:00:00.000Z,338,Kennesaw State,Conference USA,fbs,27.0,2771,Merrimack,FCS Independents,fcs,13.0,Bovada,-17.0,Kennesaw State -17.0,-10.5,44.5,44.5,-400.0,300.0,
777,401767771,2025,regular,2,2025-09-06T17:00:00.000Z,284,Stonehill,NEC,fcs,26.0,322,Lafayette,Patriot,fcs,42.0,ESPN Bet,14.0,Lafayette -14,,45.5,,,,
778,401761605,2025,regular,3,2025-09-13T23:00:00.000Z,2247,Georgia State,Sun Belt,fbs,37.0,93,Murray State,MVFC,fcs,21.0,DraftKings,-31.5,Georgia State -31.5,,63.5,,-10000.0,3000.0,
779,401761605,2025,regular,3,2025-09-13T23:00:00.000Z,2247,Georgia State,Sun Belt,fbs,37.0,93,Murray State,MVFC,fcs,21.0,Bovada,-32.0,Georgia State -32.0,-28.5,63.5,63.5,-7500.0,1400.0,
780,401761605,2025,regular,3,2025-09-13T23:00:00.000Z,2247,Georgia State,Sun Belt,fbs,37.0,93,Murray State,MVFC,fcs,21.0,ESPN Bet,-31.5,Georgia State -31.5,-32.0,63.5,63.5,,,
781,401752701,2025,regular,3,2025-09-13T22:00:00.000Z,344,Mississippi State,SEC,fbs,63.0,2016,Alcorn State,SWAC,fcs,0.0,DraftKings,-42.5,Mississippi State -42.5,-38.5,56.5,,,,
782,401752701,2025,regular,3,2025-09-13T22:00:00.000Z,344,Mississippi State,SEC,fbs,63.0,2016,Alcorn State,SWAC,fcs,0.0,Bovada,-43.0,Mississippi State -43.0,-39.5,55.5,52.5,,,
783,401752701,2025,regular,3,2025-09-13T22:00:00.000Z,344,Mississippi State,SEC,fbs,63.0,2016,Alcorn State,SWAC,fcs,0.0,ESPN Bet,,,-42.5,54.5,52.5,,,
784,401767626,2025,regular,2,2025-09-06T17:00:00.000Z,2368,Marist,Pioneer,fcs,23.0,2083,Bucknell,Patriot,fcs,34.0,ESPN Bet,12.0,Bucknell -12,,56.5,,,,
785,401767231,2025,regular,2,2025-09-06T17:00:00.000Z,2635,Tennessee Tech,Big South-OVC,fcs,45.0,236,Chattanooga,Southern,fcs,17.0,ESPN Bet,-5.5,Tennessee Tech -5.5,,48.5,,,,
786,401767172,2025,regular,2,2025-09-06T17:00:00.000Z,282,Indiana State,MVFC,fcs,38.0,2197,Eastern Illinois,Big South-OVC,fcs,14.0,ESPN Bet,-3.5,Indiana State -3.5,,50.5,,,,
787,401767550,2025,regular,2,2025-09-06T18:00:00.000Z,2754,Youngstown State,MVFC,fcs,56.0,2523,Robert Morris,NEC,fcs,17.0,ESPN Bet,-19.5,Youngstown State -19.5,,50.5,,,,
788,401767224,2025,regular,2,2025-09-06T18:30:00.000Z,2634,Tennessee State,Big South-OVC,fcs,3.0,2449,North Dakota State,MVFC,fcs,59.0,ESPN Bet,32.5,North Dakota State -32.5,,49.5,,,,
789,401767719,2025,regular,2,2025-09-06T17:00:00.000Z,46,Georgetown,Patriot,fcs,31.0,2681,Wagner,NEC,fcs,20.0,ESPN Bet,-16.0,Georgetown -16,,48.5,,,,
790,401767579,2025,regular,2,2025-09-06T19:30:00.000Z,2535,Samford,Southern,fcs,13.0,2643,The Citadel,Southern,fcs,40.0,ESPN Bet,-2.5,Samford -2.5,,45.5,,,,
791,401767565,2025,regular,2,2025-09-06T18:00:00.000Z,231,Furman,Southern,fcs,38.0,2506,Presbyterian,Pioneer,fcs,39.0,ESPN Bet,-8.5,Furman -8.5,,44.5,,,,
792,401767089,2025,regular,2,2025-09-06T20:00:00.000Z,70,Idaho,Big Sky,fcs,37.0,2900,St. Thomas (MN),Pioneer,fcs,30.0,ESPN Bet,-21.5,Idaho -21.5,,47.5,,,,
793,401767112,2025,regular,2,2025-09-06T21:00:00.000Z,2464,Northern Arizona,Big Sky,fcs,38.0,3101,Utah Tech,UAC,fcs,31.0,ESPN Bet,-21.0,Northern Arizona -21,,55.5,,,,
794,401767332,2025,regular,2,2025-09-06T17:00:00.000Z,2169,Delaware State,MEAC,fcs,37.0,399,UAlbany,CAA,fcs,32.0,ESPN Bet,12.5,UAlbany -12.5,,50.5,,,,
795,401767336,2025,regular,2,2025-09-06T22:00:00.000Z,222,Villanova,CAA,fcs,24.0,2142,Colgate,Patriot,fcs,17.0,ESPN Bet,-20.0,Villanova -20,,50.5,,,,
796,401767277,2025,regular,2,2025-09-06T22:00:00.000Z,2198,Eastern Kentucky,UAC,fcs,20.0,2277,Houston Christian,Southland,fcs,10.0,ESPN Bet,-18.0,Eastern Kentucky -18,,53.5,,,,
797,401767257,2025,regular,2,2025-09-06T22:00:00.000Z,2230,Fordham,Patriot,fcs,28.0,2405,Monmouth,CAA,fcs,49.0,ESPN Bet,14.5,Monmouth -14.5,,65.5,,,,
798,401767482,2025,regular,2,2025-09-06T23:00:00.000Z,2320,Lamar,Southland,fcs,20.0,233,South Dakota,MVFC,fcs,13.0,ESPN Bet,17.0,South Dakota -17,,51.5,,,,
799,401767127,2025,regular,2,2025-09-06T23:00:00.000Z,155,North Dakota,MVFC,fcs,50.0,2502,Portland State,Big Sky,fcs,20.0,ESPN Bet,-36.5,North Dakota -36.5,,58.5,,,,
800,401767266,2025,regular,2,2025-09-06T22:00:00.000Z,160,New Hampshire,CAA,fcs,19.0,107,Holy Cross,Patriot,fcs,16.0,ESPN Bet,-1.5,New Hampshire -1.5,,46.5,,,,
801,401767328,2025,regular,2,2025-09-06T23:00:00.000Z,2415,Morgan State,MEAC,fcs,22.0,119,Towson,CAA,fcs,27.0,ESPN Bet,10.0,Towson -10,,48.5,,,,
802,401762470,2025,regular,4,2025-09-20T16:00:00.000Z,58,South Florida,American Athletic,fbs,63.0,2569,South Carolina State,MEAC,fcs,14.0,Bovada,-36.0,South Florida -36.0,-33.5,56.5,56.0,,,
803,401762470,2025,regular,4,2025-09-20T16:00:00.000Z,58,South Florida,American Athletic,fbs,63.0,2569,South Carolina State,MEAC,fcs,14.0,DraftKings,-36.5,South Florida -36.5,,58.5,,-20000.0,3500.0,
804,401762470,2025,regular,4,2025-09-20T16:00:00.000Z,58,South Florida,American Athletic,fbs,63.0,2569,South Carolina State,MEAC,fcs,14.0,ESPN Bet,-35.5,South Florida -35.5,-30.0,58.5,56.5,-100000.0,4000.0,
805,401754617,2025,regular,4,2025-09-20T16:00:00.000Z,259,Virginia Tech,ACC,fbs,38.0,2747,Wofford,Southern,fcs,6.0,Bovada,-35.5,Virginia Tech -35.5,-35.5,51.5,49.0,,,
806,401754617,2025,regular,4,2025-09-20T16:00:00.000Z,259,Virginia Tech,ACC,fbs,38.0,2747,Wofford,Southern,fcs,6.0,DraftKings,-34.5,Virginia Tech -34.5,-35.5,51.5,,,,
807,401754617,2025,regular,4,2025-09-20T16:00:00.000Z,259,Virginia Tech,ACC,fbs,38.0,2747,Wofford,Southern,fcs,6.0,ESPN Bet,,,-34.5,51.5,48.5,-100000.0,4000.0,
808,401754543,2025,regular,5,2025-09-26T23:00:00.000Z,258,Virginia,ACC,fbs,,52,Florida State,ACC,fbs,,DraftKings,7.0,Florida State -7,7.5,60.5,,225.0,-278.0,
809,401754543,2025,regular,5,2025-09-26T23:00:00.000Z,258,Virginia,ACC,fbs,,52,Florida State,ACC,fbs,,ESPN Bet,6.5,Florida State -6.5,7.5,60.5,51.5,215.0,-260.0,
810,401754543,2025,regular,5,2025-09-26T23:00:00.000Z,258,Virginia,ACC,fbs,,52,Florida State,ACC,fbs,,Bovada,7.0,Florida State -7.0,7.0,60.0,57.5,215.0,-260.0,
811,401752728,2025,regular,6,2025-10-04T16:00:00.000Z,61,Georgia,SEC,fbs,,96,Kentucky,SEC,fbs,,DraftKings,-20.5,Georgia -20.5,-20.5,,,,,
812,401752856,2025,regular,6,2025-10-04T16:00:00.000Z,130,Michigan,Big Ten,fbs,,275,Wisconsin,Big Ten,fbs,,DraftKings,-16.5,Michigan -16.5,-16.5,,,,,
813,401752939,2025,regular,5,2025-09-27T02:30:00.000Z,204,Oregon State,Pac-12,fbs,,248,Houston,Big 12,fbs,,ESPN Bet,13.5,Houston -13.5,12.5,47.5,,400.0,-600.0,
814,401752939,2025,regular,5,2025-09-27T02:30:00.000Z,204,Oregon State,Pac-12,fbs,,248,Houston,Big 12,fbs,,DraftKings,13.5,Houston -13.5,12.5,47.5,,410.0,-550.0,
815,401752939,2025,regular,5,2025-09-27T02:30:00.000Z,204,Oregon State,Pac-12,fbs,,248,Houston,Big 12,fbs,,Bovada,13.5,Houston -13.5,12.5,47.5,48.5,375.0,-525.0,
816,401762822,2025,regular,4,2025-09-20T17:00:00.000Z,2117,Central Michigan,Mid-American,fbs,49.0,2681,Wagner,NEC,fcs,10.0,Bovada,-29.0,Central Michigan -29.0,-29.5,47.0,45.5,,,
817,401762822,2025,regular,4,2025-09-20T17:00:00.000Z,2117,Central Michigan,Mid-American,fbs,49.0,2681,Wagner,NEC,fcs,10.0,DraftKings,-29.5,Central Michigan -29.5,,46.5,,-9000.0,2500.0,
818,401762822,2025,regular,4,2025-09-20T17:00:00.000Z,2117,Central Michigan,Mid-American,fbs,49.0,2681,Wagner,NEC,fcs,10.0,ESPN Bet,-30.5,Central Michigan -30.5,-28.5,46.5,45.5,-10000.0,2500.0,
819,401756902,2025,regular,5,2025-09-27T01:00:00.000Z,9,Arizona State,Big 12,fbs,,2628,TCU,Big 12,fbs,,ESPN Bet,-3.5,Arizona State -3.5,-2.5,54.5,,-155.0,135.0,
820,401756902,2025,regular,5,2025-09-27T01:00:00.000Z,9,Arizona State,Big 12,fbs,,2628,TCU,Big 12,fbs,,DraftKings,-3.0,Arizona State -3,-1.5,54.5,,-148.0,124.0,
821,401756902,2025,regular,5,2025-09-27T01:00:00.000Z,9,Arizona State,Big 12,fbs,,2628,TCU,Big 12,fbs,,Bovada,-3.0,Arizona State -3.0,-2.5,54.5,55.5,-130.0,110.0,
822,401767437,2025,regular,2,2025-09-06T23:00:00.000Z,2287,Illinois State,MVFC,fcs,41.0,2413,Morehead State,Pioneer,fcs,13.0,ESPN Bet,-31.5,Illinois State -31.5,,52.5,,,,
823,401760375,2025,regular,4,2025-09-20T21:00:00.000Z,23,San José State,Mountain West,fbs,31.0,70,Idaho,Big Sky,fcs,28.0,Bovada,-14.5,San José State -14.5,-14.5,51.5,50.5,-675.0,460.0,
824,401760375,2025,regular,4,2025-09-20T21:00:00.000Z,23,San José State,Mountain West,fbs,31.0,70,Idaho,Big Sky,fcs,28.0,DraftKings,-14.0,San José State -14,,51.5,,-600.0,440.0,
825,401760375,2025,regular,4,2025-09-20T21:00:00.000Z,23,San José State,Mountain West,fbs,31.0,70,Idaho,Big Sky,fcs,28.0,ESPN Bet,-13.5,San José State -13.5,-14.0,51.5,50.5,-700.0,450.0,
826,401756906,2025,regular,5,2025-09-27T16:00:00.000Z,2306,Kansas State,Big 12,fbs,,2116,UCF,Big 12,fbs,,ESPN Bet,-5.5,Kansas State -5.5,-5.5,49.5,,-210.0,175.0,
827,401756906,2025,regular,5,2025-09-27T16:00:00.000Z,2306,Kansas State,Big 12,fbs,,2116,UCF,Big 12,fbs,,DraftKings,-5.5,Kansas State -5.5,-6.5,49.5,,-225.0,185.0,
828,401756906,2025,regular,5,2025-09-27T16:00:00.000Z,2306,Kansas State,Big 12,fbs,,2116,UCF,Big 12,fbs,,Bovada,-5.5,Kansas State -5.5,-5.5,50.0,49.0,-220.0,180.0,
829,401752710,2025,regular,4,2025-09-20T23:45:00.000Z,99,LSU,SEC,fbs,56.0,2545,SE Louisiana,Southland,fcs,10.0,Bovada,-49.0,LSU -49.0,-40.5,60.0,51.5,,,
830,401752710,2025,regular,4,2025-09-20T23:45:00.000Z,99,LSU,SEC,fbs,56.0,2545,SE Louisiana,Southland,fcs,10.0,ESPN Bet,-48.5,LSU -48.5,,60.5,51.5,,,
831,401767551,2025,regular,4,2025-09-20T16:00:00.000Z,225,Brown,Ivy,fcs,46.0,46,Georgetown,Patriot,fcs,0.0,ESPN Bet,3.5,Georgetown -3.5,,57.5,,,,
832,401760377,2025,regular,4,2025-09-21T00:00:00.000Z,328,Utah State,Mountain West,fbs,48.0,2377,McNeese,Southland,fcs,7.0,Bovada,-23.5,Utah State -23.5,-23.5,63.0,61.5,-2500.0,1000.0,
833,401760377,2025,regular,4,2025-09-21T00:00:00.000Z,328,Utah State,Mountain West,fbs,48.0,2377,McNeese,Southland,fcs,7.0,DraftKings,-24.5,Utah State -24.5,,63.5,,-3200.0,1400.0,
834,401760377,2025,regular,4,2025-09-21T00:00:00.000Z,328,Utah State,Mountain West,fbs,48.0,2377,McNeese,Southland,fcs,7.0,ESPN Bet,-23.5,Utah State -23.5,-23.5,62.5,61.5,-2500.0,1100.0,
835,401762823,2025,regular,4,2025-09-20T19:30:00.000Z,195,Ohio,Mid-American,fbs,52.0,2241,Gardner-Webb,Big South-OVC,fcs,35.0,Bovada,-30.5,Ohio -30.5,-28.0,55.0,51.5,,,
836,401762823,2025,regular,4,2025-09-20T19:30:00.000Z,195,Ohio,Mid-American,fbs,52.0,2241,Gardner-Webb,Big South-OVC,fcs,35.0,ESPN Bet,-29.5,Ohio -29.5,-25.0,54.5,51.5,-10000.0,2500.0,
837,401762823,2025,regular,4,2025-09-20T19:30:00.000Z,195,Ohio,Mid-American,fbs,52.0,2241,Gardner-Webb,Big South-OVC,fcs,35.0,DraftKings,-30.5,Ohio -30.5,,55.5,,-6500.0,2000.0,
838,401761612,2025,regular,4,2025-09-21T00:00:00.000Z,326,Texas State,Sun Belt,fbs,35.0,2447,Nicholls,Southland,fcs,3.0,Bovada,-32.5,Texas State -32.5,-29.5,57.0,54.5,,,
839,401761612,2025,regular,4,2025-09-21T00:00:00.000Z,326,Texas State,Sun Belt,fbs,35.0,2447,Nicholls,Southland,fcs,3.0,DraftKings,-32.5,Texas State -32.5,,57.5,,-9000.0,2500.0,
840,401761612,2025,regular,4,2025-09-21T00:00:00.000Z,326,Texas State,Sun Belt,fbs,35.0,2447,Nicholls,Southland,fcs,3.0,ESPN Bet,-32.5,Texas State -32.5,-29.5,56.5,54.5,-20000.0,3000.0,
841,401752859,2025,regular,6,2025-10-04T23:30:00.000Z,194,Ohio State,Big Ten,fbs,,135,Minnesota,Big Ten,fbs,,DraftKings,-21.0,Ohio State -21,-21.0,,,,,
842,401757260,2025,regular,4,2025-09-20T23:00:00.000Z,55,Jacksonville State,Conference USA,fbs,45.0,93,Murray State,MVFC,fcs,10.0,Bovada,-35.5,Jacksonville State -35.5,-35.5,60.5,60.5,,,
843,401757260,2025,regular,4,2025-09-20T23:00:00.000Z,55,Jacksonville State,Conference USA,fbs,45.0,93,Murray State,MVFC,fcs,10.0,DraftKings,-35.5,Jacksonville State -35.5,-35.5,60.5,,,,
844,401757260,2025,regular,4,2025-09-20T23:00:00.000Z,55,Jacksonville State,Conference USA,fbs,45.0,93,Murray State,MVFC,fcs,10.0,ESPN Bet,-35.5,Jacksonville State -35.5,-38.5,60.5,60.5,-100000.0,4000.0,
845,401767455,2025,regular,2,2025-09-06T23:00:00.000Z,93,Murray State,MVFC,fcs,24.0,2545,SE Louisiana,Southland,fcs,45.0,ESPN Bet,21.5,SE Louisiana -21.5,,51.5,,,,
846,401767742,2025,regular,3,2025-09-13T16:00:00.000Z,2115,Central Connecticut,NEC,fcs,31.0,2598,St. Francis (PA),NEC,fcs,7.0,ESPN Bet,-11.5,Central Connecticut -11.5,,44.5,,,,
847,401761609,2025,regular,4,2025-09-20T23:00:00.000Z,290,Georgia Southern,Sun Belt,fbs,45.0,311,Maine,CAA,fcs,17.0,Bovada,-22.0,Georgia Southern -22.0,-22.0,57.5,55.5,-2000.0,950.0,
848,401761609,2025,regular,4,2025-09-20T23:00:00.000Z,290,Georgia Southern,Sun Belt,fbs,45.0,311,Maine,CAA,fcs,17.0,ESPN Bet,-20.5,Georgia Southern -20.5,-24.0,57.5,55.5,-4000.0,1300.0,
849,401761609,2025,regular,4,2025-09-20T23:00:00.000Z,290,Georgia Southern,Sun Belt,fbs,45.0,311,Maine,CAA,fcs,17.0,DraftKings,-23.5,Georgia Southern -23.5,,57.5,,-2100.0,1100.0,
850,401767726,2025,regular,4,2025-09-20T16:00:00.000Z,43,Yale,Ivy,fcs,28.0,107,Holy Cross,Patriot,fcs,10.0,ESPN Bet,-6.5,Yale -6.5,,44.5,,,,
851,401756914,2025,regular,6,2025-10-04T23:30:00.000Z,2628,TCU,Big 12,fbs,,38,Colorado,Big 12,fbs,,DraftKings,-13.5,TCU -13.5,-13.5,,,,,
852,401757265,2025,regular,4,2025-09-20T23:00:00.000Z,2623,Missouri State,Conference USA,fbs,42.0,2630,UT Martin,Big South-OVC,fcs,10.0,Bovada,-14.0,Missouri State -14.0,-13.5,55.5,52.5,-575.0,400.0,
853,401757265,2025,regular,4,2025-09-20T23:00:00.000Z,2623,Missouri State,Conference USA,fbs,42.0,2630,UT Martin,Big South-OVC,fcs,10.0,DraftKings,-14.5,Missouri State -14.5,,55.5,,-600.0,440.0,
854,401757265,2025,regular,4,2025-09-20T23:00:00.000Z,2623,Missouri State,Conference USA,fbs,42.0,2630,UT Martin,Big South-OVC,fcs,10.0,ESPN Bet,-14.5,Missouri State -14.5,-14.0,54.5,52.5,,,
855,401762821,2025,regular,4,2025-09-20T22:00:00.000Z,2006,Akron,Mid-American,fbs,51.0,2184,Duquesne,NEC,fcs,7.0,Bovada,-10.5,Akron -10.5,-9.0,51.0,51.5,-340.0,270.0,
856,401762821,2025,regular,4,2025-09-20T22:00:00.000Z,2006,Akron,Mid-American,fbs,51.0,2184,Duquesne,NEC,fcs,7.0,ESPN Bet,-10.5,Akron -10.5,-8.0,51.5,51.5,-450.0,340.0,
857,401762821,2025,regular,4,2025-09-20T22:00:00.000Z,2006,Akron,Mid-American,fbs,51.0,2184,Duquesne,NEC,fcs,7.0,DraftKings,-10.5,Akron -10.5,,51.5,,-425.0,330.0,
858,401762471,2025,regular,5,2025-09-25T23:30:00.000Z,151,East Carolina,American Athletic,fbs,,349,Army,American Athletic,fbs,,DraftKings,-4.0,East Carolina -4,-2.5,52.5,,-185.0,154.0,
859,401762471,2025,regular,5,2025-09-25T23:30:00.000Z,151,East Carolina,American Athletic,fbs,,349,Army,American Athletic,fbs,,Bovada,-4.0,East Carolina -4.0,-3.0,52.5,52.5,-160.0,135.0,
860,401762471,2025,regular,5,2025-09-25T23:30:00.000Z,151,East Carolina,American Athletic,fbs,,349,Army,American Athletic,fbs,,ESPN Bet,-4.5,East Carolina -4.5,-3.5,52.5,52.5,-185.0,155.0,
861,401756904,2025,regular,5,2025-09-27T23:00:00.000Z,66,Iowa State,Big 12,fbs,,12,Arizona,Big 12,fbs,,DraftKings,-6.5,Iowa State -6.5,-7.0,49.5,,-238.0,195.0,
